booking_id,customer_id,room_id,hotel_id,check_in_date,check_out_date,booking_date,nights,price,discount_percent,discounted_price,revenue,is_canceled,lead_time,no_of_guests,market_segment,booking_channel,meal_plan,rating,booking_time,payment_method,room_type
BKG016035,CID4598,111,23,2024-02-20,2024-02-26,2024-02-17,6,7429.06,0,7429.06,7429.06,0,3,3,OTA,Booking.com,No Meal,3.9,08:11,Wallet,Standard
BKG016036,CID0769,51,11,2024-09-04,2024-09-05,2024-08-24,1,1278.86,0,1278.86,1278.86,0,11,2,OTA,Booking.com,No Meal,4.2,15:27,Credit Card,Standard
BKG016037,CID0559,14,3,2024-04-08,2024-04-09,2024-04-07,1,5235.06,30,3664.54,0.0,1,1,1,Travel Agent,MakeMyTrip,Breakfast Included,3.9,20:49,Credit Card,Suite
BKG016038,CID3032,65,13,2024-12-23,2024-12-26,2024-12-12,3,32301.64,25,24226.23,24226.23,0,11,4,Travel Agent,MakeMyTrip,Full Board,4.0,23:07,Wallet,Luxury
BKG016039,CID3142,58,12,2024-05-31,2024-06-01,2024-04-20,1,3794.3,0,3794.3,3794.3,0,41,4,Online,OYO Website,Breakfast Included,4.5,23:55,Debit Card,Premium
BKG016040,CID3669,76,16,2024-08-31,2024-09-02,2024-08-13,2,1937.75,15,1647.09,1647.09,0,18,1,OTA,Goibibo,Breakfast Included,3.7,16:02,Credit Card,Standard
BKG016041,CID1120,246,50,2024-07-05,2024-07-06,2024-07-05,1,1102.69,25,827.02,827.02,0,0,3,Travel Agent,MakeMyTrip,No Meal,3.9,21:54,UPI,Standard
BKG016042,CID5046,51,11,2024-02-15,2024-02-18,2024-01-25,3,3965.32,20,3172.26,0.0,1,21,2,Travel Agent,Goibibo,Half Board,4.2,15:08,Net Banking,Standard
BKG016043,CID0055,51,11,2024-04-14,2024-04-20,2024-03-13,6,7983.47,30,5588.43,5588.43,0,32,2,Travel Agent,Goibibo,Breakfast Included,4.1,19:48,UPI,Standard
BKG016044,CID3618,203,41,2024-10-01,2024-10-06,2024-09-22,5,20204.89,0,20204.89,20204.89,0,9,1,Walk-in,Walk-in,No Meal,3.6,23:20,Wallet,Premium
BKG016045,CID0679,174,35,2024-01-11,2024-01-17,2024-01-01,6,40572.18,25,30429.14,0.0,1,10,2,OTA,MakeMyTrip,Breakfast Included,3.5,10:00,Credit Card,Suite
BKG016046,CID3753,228,46,2024-01-17,2024-01-22,2024-01-12,5,14381.19,5,13662.13,0.0,1,5,2,OTA,Goibibo,Full Board,3.8,12:36,Debit Card,Premium
BKG016047,CID5975,86,18,2024-06-01,2024-06-06,2024-05-20,5,6824.82,5,6483.58,0.0,1,12,1,OTA,Goibibo,Half Board,3.8,09:00,Net Banking,Standard
BKG016048,CID1510,186,38,2024-04-13,2024-04-15,2024-04-04,2,2157.66,30,1510.36,1510.36,0,9,2,Travel Agent,MakeMyTrip,Breakfast Included,,19:36,UPI,Standard
BKG016049,CID4226,25,5,2024-08-29,2024-08-31,2024-08-14,2,24863.57,15,21134.03,21134.03,0,15,3,OTA,MakeMyTrip,No Meal,4.9,21:48,Debit Card,Luxury
BKG016050,CID7248,189,38,2024-01-09,2024-01-11,2024-01-01,2,11824.01,10,10641.61,0.0,1,32,2,Corporate,Corporate Direct,Half Board,3.6,14:33,Wallet,Suite
BKG016051,CID2028,153,31,2024-11-06,2024-11-10,2024-10-21,4,11824.05,5,11232.85,11232.85,0,16,1,Corporate,Corporate Direct,No Meal,4.3,13:17,Wallet,Premium
BKG016052,CID5325,123,25,2024-05-14,2024-05-16,2024-05-03,2,4872.97,25,3654.73,0.0,1,11,1,Travel Agent,MakeMyTrip,No Meal,,17:55,Credit Card,Premium
BKG016053,CID0753,18,4,2024-05-15,2024-05-17,2024-04-23,2,5014.77,10,4513.29,0.0,1,22,1,Online,OYO Website,No Meal,3.0,18:10,Debit Card,Premium
BKG016054,CID2788,231,47,2024-02-20,2024-02-21,2024-01-30,1,1364.24,10,1227.82,1227.82,0,21,3,Travel Agent,MakeMyTrip,Breakfast Included,4.7,17:25,Wallet,Standard
BKG016055,CID1217,47,10,2024-05-23,2024-05-24,2024-05-08,1,2228.82,25,1671.62,0.0,1,15,1,Online,OYO App,Breakfast Included,2.9,19:50,Wallet,Deluxe
BKG016056,CID7080,216,44,2024-05-14,2024-05-15,2024-04-27,1,916.0,0,916.0,916.0,0,17,2,OTA,Booking.com,Breakfast Included,4.3,21:12,Wallet,Standard
BKG016057,CID2282,106,22,2024-11-15,2024-11-16,2024-10-25,1,1295.12,15,1100.85,1100.85,0,21,1,OTA,MakeMyTrip,No Meal,4.2,19:55,Credit Card,Standard
BKG016058,CID2657,237,48,2024-07-02,2024-07-07,2024-06-27,5,11607.89,25,8705.92,0.0,1,5,2,Travel Agent,MakeMyTrip,Half Board,3.6,01:49,Cash,Deluxe
BKG016059,CID1532,26,6,2024-02-25,2024-02-28,2024-02-22,3,2728.24,20,2182.59,2182.59,0,3,2,OTA,Booking.com,Half Board,3.3,20:54,Credit Card,Standard
BKG016060,CID6236,241,49,2024-10-29,2024-10-31,2024-09-11,2,2367.25,15,2012.16,0.0,1,48,2,Walk-in,Walk-in,No Meal,,19:36,UPI,Standard
BKG016061,CID4041,299,60,2024-12-16,2024-12-17,2024-12-08,1,6018.74,0,6018.74,0.0,1,8,1,Online,OYO Website,Breakfast Included,,20:41,Credit Card,Suite
BKG016062,CID5982,219,44,2024-08-04,2024-08-05,2024-07-22,1,4236.09,10,3812.48,3812.48,0,13,1,Walk-in,Walk-in,No Meal,3.0,20:30,UPI,Suite
BKG016063,CID1418,151,31,2024-01-04,2024-01-10,2024-01-01,6,7249.02,10,6524.12,6524.12,0,30,1,Online,OYO Website,No Meal,4.3,06:14,UPI,Standard
BKG016064,CID5549,21,5,2024-02-12,2024-02-13,2024-01-29,1,1206.13,0,1206.13,0.0,1,14,1,Online,OYO Website,Breakfast Included,3.1,19:03,UPI,Standard
BKG016065,CID3535,317,64,2024-03-01,2024-03-03,2024-02-27,2,3582.24,30,2507.57,2507.57,0,3,4,Online,OYO App,Half Board,3.9,18:30,UPI,Deluxe
BKG016066,CID3175,56,12,2024-10-14,2024-10-15,2024-10-12,1,761.07,20,608.86,608.86,0,2,2,Corporate,Corporate Direct,No Meal,3.7,23:15,Debit Card,Standard
BKG016067,CID5506,106,22,2024-04-15,2024-04-18,2024-03-10,3,4174.01,30,2921.81,2921.81,0,36,4,Online,OYO Website,Full Board,4.3,18:16,UPI,Standard
BKG016068,CID1213,301,61,2024-08-20,2024-08-21,2024-08-14,1,1418.51,25,1063.88,1063.88,0,6,2,Online,OYO App,Half Board,3.6,19:30,UPI,Standard
BKG016069,CID5746,107,22,2024-05-10,2024-05-12,2024-04-16,2,3304.15,20,2643.32,0.0,1,24,1,Online,OYO App,No Meal,3.3,23:42,UPI,Deluxe
BKG016070,CID2386,161,33,2024-12-18,2024-12-19,2024-12-09,1,1200.15,5,1140.14,1140.14,0,9,2,Online,OYO App,No Meal,4.0,12:30,UPI,Standard
BKG016071,CID0701,311,63,2024-04-15,2024-04-16,2024-03-12,1,970.27,0,970.27,970.27,0,34,4,OTA,MakeMyTrip,No Meal,4.2,15:34,UPI,Standard
BKG016072,CID4026,38,8,2024-04-01,2024-04-04,2024-03-27,3,8734.62,15,7424.43,0.0,1,5,4,Travel Agent,Goibibo,No Meal,4.2,19:02,Debit Card,Premium
BKG016073,CID4734,38,8,2024-04-14,2024-04-17,2024-04-05,3,7630.84,25,5723.13,5723.13,0,9,2,Online,OYO App,Breakfast Included,4.5,21:09,Cash,Premium
BKG016074,CID4163,86,18,2024-11-15,2024-11-19,2024-11-09,4,5984.24,5,5685.03,5685.03,0,6,2,OTA,Goibibo,Breakfast Included,,20:32,Net Banking,Standard
BKG016075,CID1817,258,52,2024-02-21,2024-02-27,2024-02-18,6,23742.47,10,21368.22,21368.22,0,3,2,Online,OYO App,Half Board,,22:17,Net Banking,Premium
BKG016076,CID0847,166,34,2024-02-27,2024-02-29,2024-02-16,2,2127.65,0,2127.65,2127.65,0,11,2,Online,OYO App,Half Board,4.4,18:10,UPI,Standard
BKG016077,CID5314,196,40,2024-01-26,2024-01-29,2024-01-16,3,3326.61,10,2993.95,2993.95,0,10,4,Online,OYO App,Breakfast Included,,21:28,UPI,Standard
BKG016078,CID1657,128,26,2024-12-23,2024-12-27,2024-12-12,4,13730.55,20,10984.44,10984.44,0,11,1,OTA,Goibibo,Breakfast Included,,21:07,UPI,Premium
BKG016079,CID4040,106,22,2024-05-03,2024-05-06,2024-04-30,3,3671.47,10,3304.32,3304.32,0,3,1,OTA,Booking.com,No Meal,3.6,10:20,Wallet,Standard
BKG016080,CID7094,16,4,2024-09-27,2024-09-28,2024-09-07,1,1181.19,0,1181.19,1181.19,0,20,1,Corporate,Corporate Direct,Half Board,4.5,14:31,UPI,Standard
BKG016081,CID5681,271,55,2024-07-08,2024-07-09,2024-07-05,1,995.43,10,895.89,895.89,0,3,2,Corporate,Corporate Direct,Breakfast Included,4.0,12:59,Credit Card,Standard
BKG016082,CID0511,57,12,2024-01-07,2024-01-09,2024-01-01,2,4554.81,25,3416.11,3416.11,0,10,1,Travel Agent,Goibibo,No Meal,3.6,20:51,UPI,Deluxe
BKG016083,CID1524,116,24,2024-12-09,2024-12-13,2024-11-21,4,4158.45,15,3534.68,0.0,1,18,1,Walk-in,Walk-in,Breakfast Included,4.1,10:07,UPI,Standard
BKG016084,CID4705,21,5,2024-08-16,2024-08-17,2024-08-16,1,1488.38,10,1339.54,1339.54,0,0,1,Online,OYO App,Breakfast Included,,16:51,Cash,Standard
BKG016085,CID0355,32,7,2024-06-23,2024-06-24,2024-06-23,1,1825.82,5,1734.53,1734.53,0,0,1,OTA,MakeMyTrip,No Meal,2.7,09:29,Wallet,Deluxe
BKG016086,CID4444,256,52,2024-10-05,2024-10-06,2024-09-08,1,1302.87,10,1172.58,1172.58,0,27,1,OTA,MakeMyTrip,No Meal,4.4,08:06,Wallet,Standard
BKG016087,CID3902,230,46,2024-10-04,2024-10-09,2024-07-30,5,38601.17,30,27020.82,27020.82,0,66,3,Travel Agent,Goibibo,Breakfast Included,3.9,23:06,Debit Card,Luxury
BKG016088,CID4428,179,36,2024-02-22,2024-02-26,2024-02-14,4,27750.24,20,22200.19,22200.19,0,8,1,Travel Agent,Goibibo,Breakfast Included,4.7,20:51,Net Banking,Suite
BKG016089,CID3068,92,19,2024-10-31,2024-11-03,2024-09-27,3,5362.75,5,5094.61,0.0,1,34,2,OTA,Booking.com,Half Board,3.6,23:36,Debit Card,Deluxe
BKG016090,CID5115,14,3,2024-12-23,2024-12-24,2024-11-25,1,5124.33,10,4611.9,4611.9,0,28,1,Corporate,Corporate Direct,No Meal,4.5,15:06,Net Banking,Suite
BKG016091,CID3714,128,26,2024-08-03,2024-08-04,2024-06-22,1,3782.15,10,3403.94,0.0,1,42,2,Online,OYO Website,Half Board,3.6,19:26,UPI,Premium
BKG016092,CID5186,111,23,2024-03-11,2024-03-13,2024-03-08,2,2571.9,25,1928.93,1928.93,0,3,2,Travel Agent,Goibibo,Breakfast Included,4.6,11:28,Debit Card,Standard
BKG016093,CID4800,282,57,2024-04-19,2024-04-22,2024-04-11,3,5257.91,30,3680.54,0.0,1,8,2,Online,OYO App,No Meal,4.4,15:59,Debit Card,Deluxe
BKG016094,CID4187,144,29,2024-11-27,2024-11-30,2024-11-12,3,13343.21,15,11341.73,0.0,1,15,2,Online,OYO App,No Meal,3.8,17:17,Credit Card,Suite
BKG016095,CID6821,12,3,2024-02-10,2024-02-12,2024-01-01,2,3741.34,20,2993.07,0.0,1,59,2,Online,OYO Website,No Meal,4.3,14:31,Net Banking,Deluxe
BKG016096,CID6321,23,5,2024-07-14,2024-07-16,2024-07-13,2,5202.21,5,4942.1,4942.1,0,1,2,Corporate,Corporate Direct,Half Board,3.7,21:53,Cash,Premium
BKG016097,CID0651,86,18,2024-04-27,2024-04-28,2024-02-08,1,1441.0,20,1152.8,1152.8,0,79,4,Corporate,Corporate Direct,Breakfast Included,,20:27,Credit Card,Standard
BKG016098,CID7082,252,51,2024-09-30,2024-10-01,2024-09-21,1,1916.63,15,1629.14,1629.14,0,9,2,OTA,Agoda,Breakfast Included,3.8,21:19,Credit Card,Deluxe
BKG016099,CID3773,143,29,2024-12-21,2024-12-22,2024-12-17,1,2467.78,0,2467.78,2467.78,0,4,2,Online,OYO Website,No Meal,3.9,18:47,Credit Card,Premium
BKG016100,CID0576,151,31,2024-09-19,2024-09-21,2024-09-11,2,2483.15,5,2358.99,2358.99,0,8,2,OTA,Goibibo,No Meal,3.2,13:28,Wallet,Standard
BKG016101,CID6768,209,42,2024-11-27,2024-11-28,2024-11-24,1,6096.76,10,5487.08,5487.08,0,3,1,Corporate,Corporate Direct,Full Board,3.1,16:18,Debit Card,Suite
BKG016102,CID2926,112,23,2024-05-18,2024-05-19,2024-05-10,1,2337.28,10,2103.55,2103.55,0,8,4,OTA,Goibibo,Breakfast Included,4.0,18:27,UPI,Deluxe
BKG016103,CID6846,67,14,2024-09-09,2024-09-10,2024-08-18,1,2349.91,10,2114.92,2114.92,0,22,2,Corporate,Corporate Direct,Full Board,3.2,11:46,Credit Card,Deluxe
BKG016104,CID4204,166,34,2024-12-09,2024-12-10,2024-11-22,1,1141.39,15,970.18,970.18,0,17,2,Online,OYO Website,Breakfast Included,4.2,22:18,UPI,Standard
BKG016105,CID1218,10,2,2024-01-27,2024-01-31,2024-01-27,4,50796.32,10,45716.69,45716.69,0,0,2,Corporate,Corporate Direct,Breakfast Included,,23:24,Wallet,Luxury
BKG016106,CID2477,46,10,2024-12-28,2024-12-31,2024-11-25,3,3743.9,15,3182.32,3182.32,0,33,2,Corporate,Corporate Direct,No Meal,4.3,23:44,Credit Card,Standard
BKG016107,CID3949,186,38,2024-05-28,2024-05-29,2024-05-06,1,917.66,30,642.36,642.36,0,22,2,Travel Agent,MakeMyTrip,Full Board,3.9,17:48,Credit Card,Standard
BKG016108,CID1001,32,7,2024-04-23,2024-04-26,2024-04-18,3,6673.35,30,4671.34,4671.34,0,5,2,Travel Agent,MakeMyTrip,No Meal,3.5,11:40,Wallet,Deluxe
BKG016109,CID1841,137,28,2024-06-18,2024-06-20,2024-06-10,2,4928.14,10,4435.33,4435.33,0,8,2,Corporate,Corporate Direct,No Meal,,23:52,UPI,Deluxe
BKG016110,CID0508,263,53,2024-09-03,2024-09-05,2024-08-29,2,6651.19,30,4655.83,4655.83,0,5,2,Travel Agent,Goibibo,Breakfast Included,3.0,10:20,UPI,Premium
BKG016111,CID4623,171,35,2024-02-14,2024-02-18,2024-02-05,4,4409.54,25,3307.16,3307.16,0,9,1,OTA,Goibibo,Half Board,,05:50,Credit Card,Standard
BKG016112,CID0022,11,3,2024-03-10,2024-03-13,2024-02-16,3,3882.93,0,3882.93,3882.93,0,23,1,Corporate,Corporate Direct,Full Board,,18:47,UPI,Standard
BKG016113,CID2962,171,35,2024-10-17,2024-10-20,2024-10-12,3,3790.56,25,2842.92,2842.92,0,5,1,Corporate,Corporate Direct,Breakfast Included,3.5,17:58,Credit Card,Standard
BKG016114,CID3479,262,53,2024-06-24,2024-06-25,2024-06-19,1,1616.74,10,1455.07,1455.07,0,5,1,Walk-in,Walk-in,Half Board,3.5,15:45,Cash,Deluxe
BKG016115,CID0972,299,60,2024-01-08,2024-01-11,2024-01-01,3,21733.05,15,18473.09,18473.09,0,7,2,Online,OYO App,Breakfast Included,3.4,19:47,Wallet,Suite
BKG016116,CID0279,96,20,2024-12-17,2024-12-21,2024-12-16,4,5583.11,0,5583.11,5583.11,0,1,2,Corporate,Corporate Direct,Breakfast Included,3.4,16:28,Net Banking,Standard
BKG016117,CID4748,157,32,2024-05-06,2024-05-08,2024-04-29,2,4330.9,10,3897.81,0.0,1,7,2,Online,OYO App,No Meal,,15:34,Net Banking,Deluxe
BKG016118,CID0469,268,54,2024-06-12,2024-06-13,2024-04-03,1,2491.85,5,2367.26,0.0,1,70,2,Travel Agent,Goibibo,Breakfast Included,,18:01,Credit Card,Premium
BKG016119,CID5952,102,21,2024-04-26,2024-04-27,2024-03-01,1,1506.29,20,1205.03,1205.03,0,56,2,OTA,MakeMyTrip,Full Board,,22:39,UPI,Deluxe
BKG016120,CID1916,66,14,2024-03-27,2024-03-28,2024-03-23,1,1417.08,5,1346.23,1346.23,0,4,2,Corporate,Corporate Direct,No Meal,4.4,17:48,UPI,Standard
BKG016121,CID0831,12,3,2024-10-15,2024-10-17,2024-08-17,2,3102.94,20,2482.35,2482.35,0,59,2,OTA,MakeMyTrip,No Meal,2.9,13:47,Wallet,Deluxe
BKG016122,CID6335,212,43,2024-12-20,2024-12-23,2024-12-20,3,7569.18,25,5676.88,0.0,1,0,1,Corporate,Corporate Direct,Breakfast Included,3.9,20:42,Debit Card,Deluxe
BKG016123,CID6082,236,48,2024-06-10,2024-06-11,2024-06-08,1,879.79,25,659.84,659.84,0,2,1,OTA,Goibibo,Half Board,3.0,02:57,UPI,Standard
BKG016124,CID4823,102,21,2024-09-29,2024-10-03,2024-08-14,4,5666.39,0,5666.39,5666.39,0,46,1,Corporate,Corporate Direct,No Meal,,06:02,Credit Card,Deluxe
BKG016125,CID0308,281,57,2024-12-11,2024-12-13,2024-10-29,2,1952.96,30,1367.07,1367.07,0,43,2,Walk-in,Walk-in,Half Board,3.9,10:08,Credit Card,Standard
BKG016126,CID0631,202,41,2024-12-27,2024-12-30,2024-12-22,3,5905.94,20,4724.75,0.0,1,5,1,Online,OYO Website,Breakfast Included,3.3,12:50,Credit Card,Deluxe
BKG016127,CID5989,241,49,2024-10-28,2024-11-02,2024-10-10,5,4550.35,30,3185.24,3185.24,0,18,2,OTA,Goibibo,No Meal,4.5,17:55,Net Banking,Standard
BKG016128,CID1318,214,43,2024-12-18,2024-12-22,2024-12-01,4,16191.25,0,16191.25,16191.25,0,17,2,Walk-in,Walk-in,No Meal,3.8,20:40,Credit Card,Suite
BKG016129,CID2013,278,56,2024-06-15,2024-06-17,2024-05-07,2,6483.07,0,6483.07,6483.07,0,39,1,OTA,MakeMyTrip,No Meal,3.4,21:23,Net Banking,Premium
BKG016130,CID5153,143,29,2024-07-16,2024-07-17,2024-07-05,1,2812.99,0,2812.99,0.0,1,11,2,OTA,Agoda,Breakfast Included,4.0,13:46,Credit Card,Premium
BKG016131,CID2202,7,2,2024-09-10,2024-09-12,2024-09-02,2,3446.99,20,2757.59,2757.59,0,8,2,Walk-in,Walk-in,Breakfast Included,3.4,22:47,Wallet,Deluxe
BKG016132,CID2229,301,61,2024-04-19,2024-04-20,2024-04-10,1,1449.0,0,1449.0,1449.0,0,9,2,Online,OYO App,Breakfast Included,3.7,19:07,Net Banking,Standard
BKG016133,CID1378,46,10,2024-08-27,2024-08-29,2024-08-15,2,2188.45,5,2079.03,2079.03,0,12,2,OTA,MakeMyTrip,No Meal,,20:24,Net Banking,Standard
BKG016134,CID0390,134,27,2024-05-16,2024-05-19,2024-05-11,3,19241.45,5,18279.38,18279.38,0,5,3,Corporate,Corporate Direct,Full Board,5.0,03:38,UPI,Suite
BKG016135,CID6326,206,42,2024-05-09,2024-05-12,2024-04-26,3,4639.85,30,3247.9,3247.9,0,13,2,OTA,MakeMyTrip,Breakfast Included,,20:51,UPI,Standard
BKG016136,CID0088,266,54,2024-09-18,2024-09-19,2024-09-15,1,1115.6,25,836.7,836.7,0,3,2,Travel Agent,MakeMyTrip,No Meal,,08:36,Credit Card,Standard
BKG016137,CID7347,267,54,2024-03-11,2024-03-12,2024-01-01,1,1336.23,0,1336.23,1336.23,0,75,4,Travel Agent,Goibibo,No Meal,3.9,16:34,Credit Card,Deluxe
BKG016138,CID3780,209,42,2024-12-06,2024-12-08,2024-11-30,2,11171.37,30,7819.96,7819.96,0,6,1,Online,OYO Website,Breakfast Included,,18:41,Debit Card,Suite
BKG016139,CID4639,198,40,2024-09-13,2024-09-14,2024-07-31,1,2579.31,0,2579.31,2579.31,0,44,2,OTA,MakeMyTrip,No Meal,3.6,18:47,Net Banking,Premium
BKG016140,CID4425,79,16,2024-05-24,2024-05-25,2024-04-04,1,5363.95,30,3754.76,3754.76,0,50,3,Online,OYO App,Breakfast Included,3.5,21:41,UPI,Suite
BKG016141,CID5241,147,30,2024-11-12,2024-11-14,2024-10-11,2,4364.7,10,3928.23,3928.23,0,32,1,Walk-in,Walk-in,No Meal,3.3,20:09,Credit Card,Deluxe
BKG016142,CID6860,88,18,2024-03-18,2024-03-21,2024-02-02,3,10266.29,20,8213.03,0.0,1,45,2,Corporate,Corporate Direct,Breakfast Included,3.5,18:11,UPI,Premium
BKG016143,CID2995,241,49,2024-04-09,2024-04-13,2024-04-08,4,3669.06,10,3302.15,3302.15,0,1,1,Online,OYO App,No Meal,4.0,23:08,Net Banking,Standard
BKG016144,CID7310,128,26,2024-08-19,2024-08-24,2024-08-02,5,14944.28,20,11955.42,11955.42,0,17,4,Corporate,Corporate Direct,Breakfast Included,4.0,19:48,Cash,Premium
BKG016145,CID1924,101,21,2024-01-03,2024-01-07,2024-01-01,4,4382.84,15,3725.41,0.0,1,10,2,Online,OYO Website,No Meal,3.2,03:36,Credit Card,Standard
BKG016146,CID7415,215,43,2024-10-31,2024-11-05,2024-10-26,5,70528.12,5,67001.71,0.0,1,5,1,Corporate,Corporate Direct,Breakfast Included,,02:18,UPI,Luxury
BKG016147,CID2101,257,52,2024-05-19,2024-05-20,2024-05-14,1,2611.19,30,1827.83,0.0,1,5,3,Online,OYO Website,Half Board,5.0,04:37,Wallet,Deluxe
BKG016148,CID1322,286,58,2024-03-08,2024-03-14,2024-03-08,6,7081.62,30,4957.13,4957.13,0,0,2,Online,OYO App,No Meal,3.7,18:42,Debit Card,Standard
BKG016149,CID5967,41,9,2024-12-18,2024-12-22,2024-12-17,4,3314.17,15,2817.04,2817.04,0,1,2,Walk-in,Walk-in,Full Board,5.0,16:05,Credit Card,Standard
BKG016150,CID1037,168,34,2024-08-16,2024-08-18,2024-08-12,2,6559.43,10,5903.49,5903.49,0,4,2,Online,OYO Website,Breakfast Included,2.8,15:54,Net Banking,Premium
BKG016151,CID5931,266,54,2024-01-02,2024-01-04,2024-01-01,2,1951.12,20,1560.9,1560.9,0,35,2,Corporate,Corporate Direct,No Meal,3.6,21:07,Cash,Standard
BKG016152,CID7071,206,42,2024-06-01,2024-06-08,2024-05-02,7,10874.47,30,7612.13,7612.13,0,30,4,Online,OYO Website,Breakfast Included,4.5,13:52,Credit Card,Standard
BKG016153,CID6877,245,49,2024-05-30,2024-05-31,2024-05-28,1,7669.31,20,6135.45,6135.45,0,2,2,Online,OYO App,Half Board,4.1,15:23,Debit Card,Luxury
BKG016154,CID6553,249,50,2024-06-22,2024-06-26,2024-05-11,4,17125.89,5,16269.6,16269.6,0,42,2,Travel Agent,MakeMyTrip,Breakfast Included,3.8,19:54,UPI,Suite
BKG016155,CID0524,91,19,2024-09-24,2024-09-27,2024-09-04,3,4732.92,0,4732.92,0.0,1,20,2,OTA,Booking.com,Breakfast Included,3.9,13:33,Debit Card,Standard
BKG016156,CID5510,153,31,2024-03-30,2024-03-31,2024-03-18,1,2877.17,10,2589.45,2589.45,0,12,1,Corporate,Corporate Direct,Half Board,3.0,18:03,Credit Card,Premium
BKG016157,CID4297,132,27,2024-11-18,2024-11-21,2024-11-15,3,5525.15,25,4143.86,4143.86,0,3,2,OTA,MakeMyTrip,No Meal,3.4,17:59,UPI,Deluxe
BKG016158,CID5794,150,30,2024-11-19,2024-11-21,2024-11-05,2,20679.47,5,19645.5,19645.5,0,14,2,Corporate,Corporate Direct,No Meal,3.6,08:34,UPI,Luxury
BKG016159,CID6900,122,25,2024-11-22,2024-11-24,2024-11-22,2,4362.8,15,3708.38,3708.38,0,0,4,OTA,Booking.com,Breakfast Included,3.9,23:10,UPI,Deluxe
BKG016160,CID3267,273,55,2024-05-26,2024-06-01,2024-05-19,6,20617.56,0,20617.56,0.0,1,7,2,OTA,Booking.com,No Meal,4.8,07:45,UPI,Premium
BKG016161,CID3305,177,36,2024-12-19,2024-12-21,2024-11-22,2,4014.39,0,4014.39,4014.39,0,27,3,OTA,Agoda,Full Board,3.9,22:17,Credit Card,Deluxe
BKG016162,CID7265,196,40,2024-12-17,2024-12-20,2024-12-14,3,3529.59,10,3176.63,0.0,1,3,1,OTA,Goibibo,No Meal,3.9,20:23,Debit Card,Standard
BKG016163,CID4135,271,55,2024-09-21,2024-09-25,2024-09-21,4,5014.77,0,5014.77,5014.77,0,0,1,OTA,Booking.com,Breakfast Included,2.8,21:14,Debit Card,Standard
BKG016164,CID7103,41,9,2024-10-15,2024-10-19,2024-09-25,4,3611.41,10,3250.27,3250.27,0,20,3,Corporate,Corporate Direct,No Meal,4.6,17:23,Credit Card,Standard
BKG016165,CID1195,134,27,2024-02-25,2024-02-26,2024-02-09,1,6159.81,10,5543.83,5543.83,0,16,2,Travel Agent,MakeMyTrip,No Meal,,08:38,Credit Card,Suite
BKG016166,CID6144,272,55,2024-09-10,2024-09-14,2024-09-04,4,9357.08,5,8889.23,8889.23,0,6,2,Travel Agent,Goibibo,No Meal,,08:03,Wallet,Deluxe
BKG016167,CID3058,273,55,2024-11-11,2024-11-12,2024-10-17,1,3518.6,0,3518.6,3518.6,0,25,2,Corporate,Corporate Direct,No Meal,3.6,05:32,Credit Card,Premium
BKG016168,CID5096,83,17,2024-07-23,2024-07-24,2024-07-08,1,4118.45,15,3500.68,3500.68,0,15,2,Corporate,Corporate Direct,No Meal,3.7,10:15,Cash,Premium
BKG016169,CID6919,71,15,2024-05-31,2024-06-02,2024-05-22,2,3015.46,15,2563.14,2563.14,0,9,1,Online,OYO App,Full Board,3.8,14:59,Credit Card,Standard
BKG016170,CID0381,72,15,2024-12-10,2024-12-14,2024-11-17,4,6950.74,25,5213.06,5213.06,0,23,2,Corporate,Corporate Direct,No Meal,2.5,22:14,Debit Card,Deluxe
BKG016171,CID0471,153,31,2024-02-03,2024-02-07,2024-01-25,4,12070.3,25,9052.72,9052.72,0,9,1,Corporate,Corporate Direct,Half Board,4.3,21:39,UPI,Premium
BKG016172,CID6502,146,30,2024-07-25,2024-07-26,2024-07-08,1,947.2,20,757.76,757.76,0,17,1,Online,OYO App,Breakfast Included,,18:23,Debit Card,Standard
BKG016173,CID6198,207,42,2024-04-10,2024-04-11,2024-03-09,1,2497.97,5,2373.07,2373.07,0,32,3,OTA,MakeMyTrip,No Meal,3.9,18:53,Wallet,Deluxe
BKG016174,CID3161,317,64,2024-10-17,2024-10-23,2024-10-13,6,11105.74,10,9995.17,9995.17,0,4,2,OTA,Booking.com,Breakfast Included,,22:23,Net Banking,Deluxe
BKG016175,CID4865,51,11,2024-07-04,2024-07-06,2024-04-30,2,2780.93,10,2502.84,2502.84,0,65,3,Corporate,Corporate Direct,Full Board,3.3,09:26,Cash,Standard
BKG016176,CID3931,112,23,2024-04-16,2024-04-21,2024-02-24,5,10415.09,10,9373.58,9373.58,0,52,2,Corporate,Corporate Direct,No Meal,3.9,20:52,UPI,Deluxe
BKG016177,CID5831,257,52,2024-11-13,2024-11-14,2024-10-20,1,2176.4,0,2176.4,2176.4,0,24,2,Online,OYO App,Half Board,3.0,20:51,Debit Card,Deluxe
BKG016178,CID6339,209,42,2024-09-05,2024-09-06,2024-08-23,1,5773.48,5,5484.81,5484.81,0,13,4,Corporate,Corporate Direct,Breakfast Included,,17:15,Credit Card,Suite
BKG016179,CID1754,282,57,2024-11-16,2024-11-19,2024-09-26,3,4022.73,15,3419.32,3419.32,0,51,2,Online,OYO Website,No Meal,3.3,21:12,Debit Card,Deluxe
